transaction_id,merchant_id,merchant_type,timestamp,hour,day_of_week,amount,location,device_id,is_new_device,transaction_count_1h,transaction_count_24h,amount_vs_avg_ratio,location_mismatch,is_fraud,fraud_type
TXN394482,UKM005,beauty,2025-04-03 08:30:00,8,3,84248.38,Jakarta,DEV_0047,0,6,10,0.8231448602510467,0,0,none
TXN230082,UKM001,food,2025-01-11 19:48:00,19,5,337226.02,Surabaya,DEV_0002,0,4,32,1.1347656163855102,0,0,none
TXN598938,UKM005,beauty,2025-08-29 03:22:00,3,4,217936.86,Jakarta,DEV_0026,0,7,11,1.4575909876223774,0,0,none
TXN682765,UKM001,food,2025-12-23 23:50:00,23,1,106234.97,Surabaya,DEV_0018,0,3,17,0.4037293256197322,0,0,none
TXN302576,UKM003,service,2025-06-10 04:30:00,4,1,121432.04,Bandung,DEV_0006,0,2,10,0.6802591865953725,0,0,none
TXN810555,UKM002,retail,2025-08-14 04:50:00,4,3,343933.78,Solo,DEV_0035,0,3,26,0.414519126135134,0,0,none
TXN252582,UKM001,food,2025-10-07 04:30:00,4,1,147590.36,Surabaya,DEV_0008,0,6,7,0.2520187539009767,0,0,none
TXN905947,UKM002,retail,2025-12-24 20:16:00,20,2,183807.45,Solo,DEV_0039,0,4,40,0.7176931898000862,0,0,none
TXN766812,UKM002,retail,2025-03-18 00:12:00,0,1,42303.73,Solo,DEV_0023,0,1,9,0.8499216950239974,0,0,none
TXN617125,UKM005,beauty,2025-09-17 02:00:00,2,2,166836.31,Jakarta,DEV_0047,0,3,21,0.9995284577880417,0,0,none
TXN685750,UKM003,service,2025-05-03 14:24:00,14,5,52176.55,Bandung,DEV_0006,0,2,40,0.9842578431810851,0,0,none
TXN524892,UKM005,beauty,2025-06-25 11:16:00,11,2,1362279.87,Jakarta,DEV_0026,0,6,20,0.9714548463829662,0,0,none
TXN462009,UKM002,retail,2025-12-08 18:38:00,18,0,477683.72,Solo,DEV_0039,0,8,6,0.7381033099331942,0,0,none
TXN660086,UKM004,grocery,2025-07-20 06:50:00,6,6,255835.29,Medan,DEV_0042,0,4,5,0.9151620369672026,0,0,none
TXN719511,UKM002,retail,2025-08-09 13:55:00,13,5,1094898.44,Solo,DEV_0026,0,7,19,1.4494292900463353,0,0,none
TXN214973,UKM005,beauty,2025-02-20 22:13:00,22,3,207153.67,Jakarta,DEV_0030,0,4,40,1.2857948031077324,0,0,none
TXN388086,UKM002,retail,2025-09-15 05:29:00,5,0,56733.46,Solo,DEV_0031,0,7,39,0.8022882175334065,0,0,none
TXN141877,UKM002,retail,2025-12-18 13:13:00,13,3,75566.1,Solo,DEV_0031,0,1,5,0.9229164624634656,0,0,none
TXN732464,UKM001,food,2025-07-02 15:42:00,15,2,174255.45,Surabaya,DEV_0018,0,8,37,0.6021856941753885,0,0,none
TXN794023,UKM004,grocery,2025-03-09 01:25:00,3,6,12270347.9,Semarang,DEV_0180,1,2,11,0.71888269706016,1,1,account_takeover
TXN969082,UKM004,grocery,2025-02-22 11:25:00,11,5,338594.48,Medan,DEV_0013,0,3,20,1.3081210901932416,0,0,none
TXN554582,UKM001,food,2025-08-04 15:06:00,15,0,183813.49,Surabaya,DEV_0002,0,8,14,1.2276907661479801,0,0,none
TXN301537,UKM001,food,2025-03-24 09:46:00,9,0,383038.45,Surabaya,DEV_0018,0,6,33,1.1389554385802754,0,0,none
TXN350691,UKM005,beauty,2025-01-10 01:25:00,1,4,114638.81,Jakarta,DEV_0047,0,2,7,1.3845935087130057,0,0,none
TXN906411,UKM002,retail,2025-05-24 05:27:00,5,5,93820.74,Solo,DEV_0026,0,8,38,0.5647216326666327,0,0,none
TXN265917,UKM005,beauty,2025-02-20 18:51:00,18,3,352656.91,Jakarta,DEV_0047,0,6,8,0.7797985017132547,0,0,none
TXN695952,UKM004,grocery,2025-01-16 21:51:00,21,3,91370.4,Medan,DEV_0004,0,1,35,1.4838340698091117,0,0,none
TXN517326,UKM002,retail,2025-10-13 15:09:00,15,0,382421.66,Solo,DEV_0026,0,8,31,0.9285298974833147,0,0,none
TXN845158,UKM003,service,2025-06-18 20:40:00,20,2,577664.3,Bandung,DEV_0043,0,1,34,0.7874535695412727,0,0,none
TXN872918,UKM001,food,2025-12-16 06:31:00,6,1,100371.64,Surabaya,DEV_0008,0,4,20,0.7815991176312597,0,0,none
TXN286919,UKM002,retail,2025-06-11 13:49:00,13,2,191036.11,Solo,DEV_0039,0,3,12,0.39248802589714815,0,0,none
TXN250625,UKM002,retail,2025-11-25 13:40:00,13,1,27293.13,Solo,DEV_0026,0,6,19,1.4333236585165263,0,0,none
TXN684608,UKM002,retail,2025-08-22 19:02:00,19,4,223605.62,Solo,DEV_0031,0,5,20,1.318043145601381,0,0,none
TXN560073,UKM005,beauty,2025-11-10 18:49:00,18,0,244118.48,Jakarta,DEV_0026,0,7,40,1.0239570507307911,0,0,none
TXN318379,UKM001,food,2025-10-12 17:01:00,17,6,370627.33,Surabaya,DEV_0016,0,6,27,0.8970423173507769,0,0,none
TXN721717,UKM004,grocery,2025-08-20 15:04:00,15,2,375414.46,Medan,DEV_0030,0,3,7,1.0795865034351424,0,0,none
TXN296204,UKM005,beauty,2025-12-01 07:40:00,7,0,62327.96,Jakarta,DEV_0026,0,5,40,1.3838842357533243,0,0,none
TXN787919,UKM002,retail,2025-04-14 03:16:00,3,0,245645.43,Solo,DEV_0031,0,8,29,0.8837914106341567,0,0,none
TXN880630,UKM005,beauty,2025-07-05 14:26:00,14,5,157940.22,Jakarta,DEV_0047,0,2,37,0.8062453035117945,0,0,none
TXN706174,UKM001,food,2025-03-16 01:42:00,1,6,90595.36,Surabaya,DEV_0016,0,5,26,1.1343150777430833,0,0,none
TXN579299,UKM003,service,2025-06-08 19:02:00,19,6,27323.13,Bandung,DEV_0031,0,8,15,0.8551366842126595,0,0,none
TXN377636,UKM002,retail,2025-04-16 18:31:00,18,2,78342.24,Solo,DEV_0031,0,6,6,1.182186704530508,0,0,none
TXN861475,UKM003,service,2025-04-06 14:01:00,14,6,268183.18,Bandung,DEV_0031,0,8,26,1.0102431680020636,0,0,none
TXN528394,UKM002,retail,2025-08-17 04:45:00,4,6,110329.09,Solo,DEV_0023,0,3,32,0.9864631329027845,0,0,none
TXN849991,UKM002,retail,2025-12-16 01:22:00,1,1,90304.71,Solo,DEV_0031,0,4,33,1.0897257202063317,0,0,none
TXN256489,UKM002,retail,2025-09-23 07:08:00,7,1,102689.23,Solo,DEV_0026,0,2,13,1.2167340955662937,0,0,none
TXN109881,UKM005,beauty,2025-03-19 03:01:00,3,2,207035.12,Jakarta,DEV_0047,0,5,30,0.9754263112823175,0,0,none
TXN103665,UKM004,grocery,2025-01-06 04:56:00,4,0,196441.63,Medan,DEV_0004,0,8,10,0.8024103757134908,0,0,none
TXN659315,UKM004,grocery,2025-10-30 23:54:00,23,3,265593.12,Medan,DEV_0013,0,1,10,1.3936623980804597,0,0,none
TXN513293,UKM004,grocery,2025-01-16 10:14:00,10,3,404911.64,Medan,DEV_0004,0,5,20,1.545539313514478,0,0,none
TXN946169,UKM005,beauty,2025-09-29 16:55:00,16,0,302567.1,Jakarta,DEV_0047,0,6,12,0.9391839911689989,0,0,none
TXN784578,UKM001,food,2025-01-10 15:09:00,15,4,281842.31,Surabaya,DEV_0041,0,1,29,0.6993437632655581,0,0,none
TXN847556,UKM002,retail,2025-04-10 04:59:00,4,3,549442.79,Solo,DEV_0035,0,5,39,0.53651922335398,0,0,none
TXN115649,UKM002,retail,2025-04-04 09:35:00,9,4,102361.61,Solo,DEV_0031,0,6,27,0.7804428074752342,0,0,none
TXN351993,UKM005,beauty,2025-02-25 08:22:00,8,1,239727.27,Jakarta,DEV_0030,0,7,5,1.1198753659623277,0,0,none
TXN278861,UKM004,grocery,2025-08-25 12:59:00,12,0,59281.01,Medan,DEV_0042,0,8,18,0.9347153731846999,0,0,none
TXN783486,UKM004,grocery,2025-06-09 06:31:00,6,0,380254.24,Medan,DEV_0042,0,5,15,1.3698185026204852,0,0,none
TXN725818,UKM004,grocery,2025-11-22 03:05:00,3,5,120314.77,Medan,DEV_0004,0,5,7,0.9097557608875473,0,0,none
TXN238635,UKM001,food,2025-04-28 12:24:00,12,0,149250.4,Surabaya,DEV_0041,0,1,17,0.6641147700132967,0,0,none
TXN842778,UKM003,service,2025-01-12 12:52:00,12,6,457490.04,Bandung,DEV_0009,0,7,21,1.130150572026663,0,0,none
TXN667801,UKM003,service,2025-08-08 08:39:00,8,4,515736.8,Bandung,DEV_0001,0,4,38,0.6716516917495312,0,0,none
TXN738561,UKM005,beauty,2025-11-28 16:52:00,16,4,157050.36,Jakarta,DEV_0047,0,7,10,1.2896720676379552,0,0,none
TXN212721,UKM004,grocery,2025-07-20 22:58:00,22,6,51923.79,Medan,DEV_0004,0,6,7,0.7233840858467719,0,0,none
TXN375250,UKM002,retail,2025-02-23 04:54:00,4,6,125019.37,Solo,DEV_0031,0,2,15,0.7670502578520999,0,0,none
TXN813080,UKM001,food,2025-01-24 00:36:00,0,4,60016.34,Surabaya,DEV_0002,0,4,38,1.1748212749521594,0,0,none
TXN267629,UKM004,grocery,2025-11-03 00:30:00,0,0,88456.67,Medan,DEV_0048,0,5,38,1.2361821084448668,0,0,none
TXN196370,UKM005,beauty,2025-07-20 05:30:00,5,6,35571.61,Jakarta,DEV_0026,0,6,35,0.9899575569019282,0,0,none
TXN456222,UKM002,retail,2025-11-28 20:05:00,20,4,1814288.61,Solo,DEV_0035,0,2,38,1.0058032212435264,0,0,none
TXN259408,UKM003,service,2025-12-29 20:29:00,20,0,414592.63,Bandung,DEV_0001,0,2,29,1.3487944176058577,0,0,none
TXN911741,UKM004,grocery,2025-01-19 12:46:00,12,6,621157.6,Medan,DEV_0048,0,1,8,1.347626450352961,0,0,none
TXN303603,UKM003,service,2025-04-26 02:42:00,2,5,30729.96,Bandung,DEV_0031,0,6,30,1.0705405898098566,0,0,none
TXN940946,UKM001,food,2025-04-07 02:01:00,2,0,48096.89,Surabaya,DEV_0008,0,6,31,0.6009059122783031,0,0,none
TXN943625,UKM005,beauty,2025-12-05 23:16:00,23,4,210801.33,Jakarta,DEV_0030,0,1,17,0.7655320422326245,0,0,none
TXN235544,UKM003,service,2025-01-05 11:02:00,11,6,1830532.41,Bandung,DEV_0043,0,2,32,1.4584994690458737,0,0,none
TXN752138,UKM004,grocery,2025-08-15 01:36:00,1,4,109252.44,Medan,DEV_0048,0,1,40,1.2259993515334635,0,0,none
TXN540186,UKM001,food,2025-09-25 16:43:00,16,3,317763.76,Surabaya,DEV_0008,0,2,16,0.4694681903311445,0,0,none
TXN751031,UKM002,retail,2025-03-30 06:40:00,6,6,52433.16,Solo,DEV_0035,0,3,39,1.0102024288684441,0,0,none
TXN368079,UKM003,service,2025-07-11 04:11:00,4,4,26323.2,Bandung,DEV_0006,0,2,18,1.290086993603445,0,0,none
TXN989013,UKM004,grocery,2025-09-12 17:38:00,17,4,1941612.92,Medan,DEV_0042,0,8,39,1.2582730313624388,0,0,none
TXN507661,UKM003,service,2025-08-30 22:16:00,22,5,98957.73,Bandung,DEV_0001,0,2,27,1.1753868857460223,0,0,none
TXN603709,UKM004,grocery,2025-08-02 02:41:00,2,5,1988873.2,Medan,DEV_0048,0,22,20,8.585344869155247,0,1,card_fraud
TXN106542,UKM003,service,2025-09-15 06:02:00,6,0,3849594.81,Bandung,DEV_0158,1,8,28,0.2991791184936211,1,1,identity_theft
TXN566311,UKM002,retail,2025-03-17 07:57:00,7,0,65844.34,Solo,DEV_0035,0,8,13,0.9461456275382559,0,0,none
TXN559218,UKM003,service,2025-06-14 10:06:00,10,5,117974.7,Bandung,DEV_0006,0,2,16,0.9717192787705298,0,0,none
TXN981495,UKM002,retail,2025-08-04 11:15:00,11,0,299678.7,Solo,DEV_0039,0,5,17,1.1428721060162998,0,0,none
TXN691042,UKM003,service,2025-01-04 20:06:00,20,5,346413.79,Bandung,DEV_0001,0,3,6,0.996894313027679,0,0,none
TXN549393,UKM005,beauty,2025-09-28 21:48:00,21,6,76200.79,Jakarta,DEV_0026,0,2,34,1.1505683169581866,0,0,none
TXN357516,UKM001,food,2025-03-18 06:01:00,6,1,52732.51,Surabaya,DEV_0002,0,8,36,0.7928376843051221,0,0,none
TXN970368,UKM004,grocery,2025-09-05 02:23:00,2,4,148529.8,Medan,DEV_0004,0,2,34,1.2816726496118673,0,0,none
TXN218896,UKM002,retail,2025-12-22 01:22:00,1,0,147922.87,Solo,DEV_0026,0,8,10,1.1308707114403165,0,0,none
TXN636141,UKM001,food,2025-02-12 09:05:00,9,2,502525.96,Surabaya,DEV_0008,0,3,39,0.8278899988184263,0,0,none
TXN917100,UKM003,service,2025-01-06 09:46:00,9,0,737726.79,Bandung,DEV_0006,0,7,15,0.8383821158960676,0,0,none
TXN706082,UKM005,beauty,2025-11-19 12:00:00,12,2,225594.83,Jakarta,DEV_0026,0,1,24,1.5470076886109398,0,0,none
TXN322897,UKM005,beauty,2025-01-26 04:30:00,4,6,282942.18,Jakarta,DEV_0047,0,3,19,1.5086090482539807,0,0,none
TXN321941,UKM001,food,2025-05-14 12:20:00,12,2,346941.86,Surabaya,DEV_0018,0,6,26,0.6262783663864036,0,0,none
TXN306100,UKM004,grocery,2025-09-28 03:32:00,3,6,312415.12,Medan,DEV_0048,0,4,15,1.1057268743152944,0,0,none
TXN627874,UKM001,food,2025-11-24 23:14:00,23,0,22119.32,Surabaya,DEV_0016,0,1,19,0.8834437674450972,0,0,none
TXN788164,UKM005,beauty,2025-08-01 19:53:00,19,4,231610.85,Jakarta,DEV_0047,0,6,29,0.7544425583049805,0,0,none
TXN389930,UKM001,food,2025-04-21 23:30:00,23,0,58137.77,Surabaya,DEV_0016,0,5,11,1.2557300004388672,0,0,none
TXN981577,UKM004,grocery,2025-03-11 01:50:00,1,1,46216.98,Medan,DEV_0048,0,5,29,1.021931276314223,0,0,none
TXN278715,UKM004,grocery,2025-12-26 19:32:00,19,4,34956.49,Medan,DEV_0013,0,4,6,1.2352854259791255,0,0,none
TXN939482,UKM001,food,2025-07-26 23:21:00,23,5,93189.65,Surabaya,DEV_0041,0,4,17,1.3010598693676072,0,0,none
TXN482144,UKM004,grocery,2025-07-26 11:28:00,11,5,105234.68,Medan,DEV_0004,0,6,35,0.8185974455104243,0,0,none
TXN403537,UKM004,grocery,2025-11-22 03:30:00,3,5,625402.41,Medan,DEV_0030,0,1,21,0.7768900249284449,0,0,none
TXN262385,UKM003,service,2025-12-03 13:16:00,13,2,1886806.68,Bandung,DEV_0006,0,8,13,0.5914974908609107,0,0,none
TXN648530,UKM001,food,2025-04-19 20:42:00,20,5,303224.14,Surabaya,DEV_0018,0,3,19,1.464706045448556,0,0,none
TXN693071,UKM001,food,2025-05-01 23:37:00,23,3,128938.13,Surabaya,DEV_0016,0,4,27,1.429410034549355,0,0,none
TXN455159,UKM003,service,2025-06-16 00:41:00,0,0,66733.92,Bandung,DEV_0009,0,7,6,0.17641013389828464,0,0,none
TXN690275,UKM004,grocery,2025-07-19 22:51:00,22,5,473424.24,Medan,DEV_0042,0,3,14,1.0939725081080849,0,0,none
TXN252994,UKM004,grocery,2025-02-04 00:19:00,0,1,50076.03,Medan,DEV_0048,0,8,21,1.0052286858874306,0,0,none
TXN176436,UKM002,retail,2025-08-15 09:52:00,9,4,207287.8,Solo,DEV_0023,0,6,34,1.4626829882983907,0,0,none
TXN320423,UKM005,beauty,2025-11-16 12:18:00,12,6,326681.76,Jakarta,DEV_0030,0,5,28,1.1231380665706234,0,0,none
TXN866895,UKM003,service,2025-02-03 05:39:00,5,0,133108.88,Bandung,DEV_0006,0,6,26,0.9212273022053133,0,0,none
TXN764261,UKM004,grocery,2025-04-23 11:17:00,11,2,299796.07,Medan,DEV_0004,0,3,35,0.8800910527492027,0,0,none
TXN766495,UKM003,service,2025-03-08 21:32:00,21,5,297265.06,Bandung,DEV_0043,0,4,5,1.6446118881811154,0,0,none
TXN198907,UKM001,food,2025-08-31 13:12:00,13,6,71139.5,Surabaya,DEV_0041,0,7,27,0.6411380127757988,0,0,none
TXN654345,UKM003,service,2025-08-15 02:37:00,2,4,6926.49,Bandung,DEV_0043,0,4,33,0.8229334101083096,0,0,none
TXN517669,UKM003,service,2025-06-19 10:15:00,10,3,2527850.27,Bandung,DEV_0043,0,2,25,0.7737105602178572,0,0,none
TXN639131,UKM001,food,2025-01-17 10:04:00,10,4,399319.1,Surabaya,DEV_0008,0,5,36,1.2926635381367078,0,0,none
TXN440052,UKM003,service,2025-10-02 14:07:00,14,3,2663697.52,Bandung,DEV_0031,0,2,7,0.602546265720178,0,0,none
TXN143293,UKM004,grocery,2025-01-05 06:07:00,6,6,131529.83,Medan,DEV_0013,0,1,38,1.5341358253877218,0,0,none
TXN946934,UKM001,food,2025-10-17 18:23:00,18,4,1128001.21,Surabaya,DEV_0002,0,7,15,0.8170651287041854,0,0,none
TXN429500,UKM002,retail,2025-11-23 22:03:00,22,6,50156.94,Solo,DEV_0026,0,5,17,0.824527703974669,0,0,none
TXN488571,UKM001,food,2025-09-30 13:42:00,13,1,843067.34,Surabaya,DEV_0041,0,6,5,1.1954173753917394,0,0,none
TXN858682,UKM005,beauty,2025-03-17 10:54:00,10,0,153983.91,Jakarta,DEV_0030,0,4,19,1.2017358326158467,0,0,none
TXN571749,UKM005,beauty,2025-07-07 09:38:00,9,0,1743997.3,Jakarta,DEV_0030,0,1,29,0.6558803200842769,0,0,none
TXN539546,UKM005,beauty,2025-11-27 13:17:00,13,3,209009.03,Jakarta,DEV_0026,0,2,23,0.8390961919130434,0,0,none
TXN233508,UKM002,retail,2025-11-05 01:49:00,1,2,61618.06,Solo,DEV_0031,0,6,9,0.7193211103712722,0,0,none
TXN746910,UKM001,food,2025-04-25 04:55:00,4,4,176323.67,Surabaya,DEV_0002,0,6,30,1.1548534861344875,0,0,none
TXN498839,UKM005,beauty,2025-02-13 00:36:00,0,3,149708.99,Jakarta,DEV_0041,0,2,28,0.9881450373305317,0,0,none
TXN661753,UKM004,grocery,2025-08-15 05:12:00,5,4,130539.9,Medan,DEV_0048,0,7,26,0.9186654554914272,0,0,none
TXN170313,UKM004,grocery,2025-05-14 20:35:00,20,2,84616.55,Medan,DEV_0030,0,6,20,1.130362029176287,0,0,none
TXN744481,UKM001,food,2025-11-24 09:23:00,9,0,388233.45,Surabaya,DEV_0008,0,4,13,0.4869494822030124,0,0,none
TXN626986,UKM001,food,2025-11-11 17:05:00,17,1,31746.43,Surabaya,DEV_0008,0,3,15,1.4488132934467548,0,0,none
TXN514205,UKM002,retail,2025-09-08 21:48:00,21,0,196088.05,Solo,DEV_0031,0,7,38,1.166070859320338,0,0,none
TXN762254,UKM005,beauty,2025-05-12 23:34:00,23,0,169653.02,Jakarta,DEV_0026,0,3,36,0.9672051228291878,0,0,none
TXN364397,UKM003,service,2025-10-19 02:52:00,2,6,44689.84,Bandung,DEV_0031,0,4,37,0.8970425293939864,0,0,none
TXN745602,UKM003,service,2025-09-05 19:30:00,19,4,34468.11,Bandung,DEV_0009,0,1,36,1.3111514417596013,0,0,none
TXN477559,UKM005,beauty,2025-08-08 14:54:00,14,4,1438220.26,Jakarta,DEV_0041,0,8,28,1.1862489835869598,0,0,none
TXN896969,UKM002,retail,2025-03-23 11:37:00,11,6,35132.89,Solo,DEV_0039,0,7,22,1.3019819623097884,0,0,none
TXN271120,UKM003,service,2025-05-24 18:22:00,18,5,131747.29,Bandung,DEV_0001,0,1,21,0.9929818119268161,0,0,none
TXN916755,UKM002,retail,2025-03-06 21:37:00,21,3,353052.23,Solo,DEV_0039,0,6,24,1.4395631510444142,0,0,none
TXN643644,UKM003,service,2025-06-21 19:16:00,19,5,408210.56,Bandung,DEV_0009,0,6,19,1.0400498257184114,0,0,none
TXN727394,UKM004,grocery,2025-06-10 13:33:00,13,1,24257.03,Medan,DEV_0013,0,2,6,0.8749625046584975,0,0,none
TXN166938,UKM001,food,2025-12-17 03:30:00,3,2,61985.47,Surabaya,DEV_0002,0,5,25,0.69557298079214,0,0,none
TXN731951,UKM004,grocery,2025-08-24 18:21:00,18,6,54028.77,Medan,DEV_0030,0,3,15,0.8018855888393382,0,0,none
TXN413115,UKM002,retail,2025-10-19 23:47:00,23,6,191462.46,Solo,DEV_0039,0,5,28,1.3213241501208415,0,0,none
TXN125905,UKM001,food,2025-10-04 23:18:00,23,5,511429.85,Surabaya,DEV_0016,0,6,37,0.669037490283495,0,0,none
TXN511485,UKM005,beauty,2025-12-18 14:06:00,14,3,34320.83,Jakarta,DEV_0041,0,2,22,0.8599433768800242,0,0,none
TXN222172,UKM002,retail,2025-09-23 22:06:00,22,1,65190.34,Solo,DEV_0039,0,7,6,1.2559604635154664,0,0,none
TXN797134,UKM003,service,2025-10-28 04:11:00,4,1,29798.52,Bandung,DEV_0001,0,1,28,1.2179534867008182,0,0,none
TXN861252,UKM002,retail,2025-05-16 18:03:00,18,4,135937.96,Solo,DEV_0039,0,6,8,0.8200535818248815,0,0,none
TXN304595,UKM005,beauty,2025-01-01 10:59:00,10,2,433417.27,Jakarta,DEV_0041,0,3,39,0.9550567843762627,0,0,none
TXN643631,UKM003,service,2025-07-06 04:49:00,4,6,432997.52,Bandung,DEV_0001,0,5,30,1.1620053405169422,0,0,none
TXN449031,UKM001,food,2025-10-13 01:03:00,1,0,132453.29,Surabaya,DEV_0008,0,8,27,0.9059410941482806,0,0,none
TXN134812,UKM002,retail,2026-01-01 20:12:00,20,3,100202.19,Solo,DEV_0035,0,4,25,0.8719587415194228,0,0,none
TXN975671,UKM001,food,2025-07-31 23:03:00,23,3,126303.17,Surabaya,DEV_0016,0,5,25,0.8825054297734627,0,0,none
